frame,timestamp_sec,track_id,x_center,y_center,x1,y1,x2,y2
398,13.28,2,1029.7,908.7,865.0,738.2,1194.3,1079.2
399,13.313,1,1515.2,439.9,1412.7,260.9,1617.7,618.9
399,13.313,2,1029.4,908.6,865.2,738.3,1193.6,1079.0
400,13.347,1,1515.9,439.2,1412.9,259.5,1618.9,618.9
400,13.347,2,1030.7,908.5,866.9,738.2,1194.5,1078.9
401,13.38,1,1516.2,439.2,1413.1,259.4,1619.3,618.9
401,13.38,2,1031.0,908.2,867.5,738.0,1194.4,1078.4
402,13.413,1,1516.4,439.4,1413.3,259.9,1619.4,618.8
402,13.413,2,1031.0,908.7,867.9,738.6,1194.1,1078.8
403,13.447,1,1516.4,439.6,1413.4,260.4,1619.4,618.8
403,13.447,2,1031.0,908.8,868.1,738.8,1193.8,1078.9
404,13.48,1,1516.6,439.3,1413.3,259.8,1619.8,618.7
404,13.48,2,1030.0,908.9,867.2,739.0,1192.8,1078.9
405,13.514,1,1517.1,439.0,1413.6,259.3,1620.6,618.6
405,13.514,2,1030.9,908.7,867.8,738.3,1193.9,1079.1
406,13.547,1,1517.4,439.3,1414.0,260.0,1620.7,618.7
406,13.547,2,1030.7,908.4,867.3,737.8,1194.1,1079.0
407,13.58,1,1517.4,439.9,1414.3,261.1,1620.5,618.7
407,13.58,2,1029.5,908.1,865.6,737.1,1193.5,1079.0
408,13.614,1,1517.5,440.0,1414.3,261.3,1620.7,618.8
408,13.614,2,1030.7,907.8,866.6,736.6,1194.9,1079.0
409,13.647,1,1517.5,440.1,1414.3,261.4,1620.7,618.8
409,13.647,2,1031.2,907.7,866.9,736.4,1195.4,1079.0
410,13.68,1,1517.5,440.2,1414.2,261.5,1620.8,618.8
410,13.68,2,1031.9,907.7,867.6,736.2,1196.2,1079.2
411,13.714,1,1517.3,440.2,1414.1,261.8,1620.5,618.6
411,13.714,2,1033.8,907.5,869.7,735.8,1197.9,1079.2
412,13.747,1,1517.3,440.0,1413.9,261.3,1620.7,618.7
412,13.747,2,1033.4,907.4,869.3,735.7,1197.5,1079.2
413,13.78,1,1517.2,440.0,1413.8,261.4,1620.7,618.6
413,13.78,2,1030.8,907.3,866.4,735.6,1195.3,1079.0
414,13.814,1,1516.7,440.1,1413.5,261.9,1620.0,618.3
414,13.814,2,1030.9,907.6,866.5,736.2,1195.3,1079.0
415,13.847,1,1516.5,440.0,1413.2,261.7,1619.9,618.3
415,13.847,2,1030.8,907.8,866.4,736.5,1195.3,1079.0
416,13.881,1,1515.1,441.5,1411.9,263.5,1618.2,619.5
416,13.881,2,1033.7,907.6,869.2,736.1,1198.1,1079.1
417,13.914,1,1513.6,442.9,1411.1,265.7,1616.1,620.2
417,13.914,2,1035.2,907.6,870.8,736.0,1199.5,1079.1
418,13.947,1,1513.8,443.2,1412.1,267.3,1615.5,619.0
418,13.947,2,1038.4,907.7,874.3,736.2,1202.4,1079.3
419,13.981,1,1511.3,444.1,1409.8,268.1,1612.8,620.2
419,13.981,2,1040.6,907.6,876.8,735.9,1204.3,1079.3
420,14.014,1,1511.5,443.8,1410.7,268.7,1612.3,619.0
420,14.014,2,1042.5,907.5,879.1,735.7,1205.9,1079.2
421,14.047,1,1511.6,443.7,1411.1,268.8,1612.0,618.5
421,14.047,2,1043.2,907.4,880.1,735.6,1206.3,1079.2
422,14.081,1,1511.8,443.1,1411.4,268.2,1612.1,617.9
422,14.081,2,1044.0,907.1,880.9,735.0,1207.0,1079.1
423,14.114,1,1512.9,442.2,1412.2,266.8,1613.5,617.6
423,14.114,2,1044.8,907.1,882.2,735.1,1207.5,1079.1
424,14.147,1,1513.3,442.1,1412.7,266.8,1614.0,617.5
424,14.147,2,1045.3,907.2,882.7,735.0,1207.9,1079.4
425,14.181,1,1511.4,442.7,1411.4,268.0,1611.5,617.4
425,14.181,2,1046.4,906.7,883.9,734.3,1208.9,1079.1
426,14.214,1,1511.1,442.5,1411.2,267.8,1611.0,617.2
426,14.214,2,1048.2,906.5,886.3,734.2,1210.1,1078.8
427,14.248,1,1510.3,442.3,1410.6,267.4,1610.1,617.2
427,14.248,2,1048.9,906.3,887.4,734.1,1210.3,1078.5
428,14.281,1,1509.9,442.3,1410.4,267.6,1609.4,617.1
428,14.281,2,1057.9,904.2,898.6,733.1,1217.1,1075.2
429,14.314,1,1509.4,442.0,1410.0,266.8,1608.8,617.1
429,14.314,2,1053.4,905.3,893.5,733.4,1213.3,1077.2
430,14.348,1,1509.1,442.3,1410.0,267.4,1608.1,617.2
430,14.348,2,1052.7,905.6,892.6,733.2,1212.9,1077.9
431,14.381,1,1508.4,443.3,1410.1,269.3,1606.6,617.2
431,14.381,2,1052.7,905.7,892.0,732.9,1213.3,1078.5
432,14.414,1,1508.2,443.4,1410.3,269.5,1606.2,617.2
432,14.414,2,1052.4,905.9,891.7,733.1,1213.1,1078.8
433,14.448,1,1508.2,443.4,1410.4,269.6,1606.0,617.2
433,14.448,2,1052.3,906.0,891.6,733.1,1212.9,1078.9
434,14.481,1,1507.2,444.1,1410.1,270.9,1604.4,617.4
434,14.481,2,1053.6,905.8,892.7,732.9,1214.5,1078.7
435,14.514,1,1505.9,444.7,1408.4,270.2,1603.4,619.2
435,14.514,2,1054.8,905.8,893.6,732.9,1215.9,1078.8
436,14.548,1,1505.7,444.0,1407.7,268.0,1603.7,620.0
436,14.548,2,1055.2,905.6,893.6,732.4,1216.8,1078.7
437,14.581,1,1507.5,443.4,1410.1,268.2,1604.9,618.5
437,14.581,2,1056.4,905.3,894.3,732.0,1218.4,1078.7
438,14.615,1,1506.6,443.4,1408.8,267.1,1604.4,619.7
438,14.615,2,1057.3,905.1,894.8,731.5,1219.8,1078.6
439,14.648,1,1506.2,443.4,1408.4,266.7,1604.1,620.1
439,14.648,2,1057.6,905.0,894.9,731.3,1220.4,1078.6
440,14.681,1,1508.3,441.9,1409.4,263.4,1607.1,620.3
440,14.681,2,1058.1,904.5,894.9,730.6,1221.3,1078.4
441,14.715,1,1508.7,441.8,1409.7,263.1,1607.7,620.4
441,14.715,2,1058.9,904.1,895.3,730.0,1222.5,1078.3
442,14.748,1,1510.0,441.3,1410.7,262.3,1609.3,620.3
442,14.748,2,1060.2,903.5,895.9,728.5,1224.4,1078.4
443,14.781,1,1510.9,441.2,1411.3,262.4,1610.4,620.1
443,14.781,2,1061.6,902.9,896.7,727.0,1226.5,1078.8
444,14.815,1,1511.4,440.8,1411.3,261.4,1611.5,620.1
444,14.815,2,1063.1,902.7,898.1,726.4,1228.2,1079.0
445,14.848,1,1511.6,440.6,1411.1,261.0,1612.0,620.1
445,14.848,2,1063.7,902.6,898.7,726.2,1228.6,1079.1
446,14.882,1,1510.8,441.1,1410.5,262.0,1611.2,620.1
446,14.882,2,1064.9,902.8,900.5,726.8,1229.3,1078.9
447,14.915,1,1509.5,441.6,1409.5,263.1,1609.6,620.0
447,14.915,2,1067.2,903.1,903.3,727.4,1231.1,1078.8
448,14.948,1,1509.3,441.3,1409.1,262.6,1609.5,620.1
448,14.948,2,1070.4,902.9,907.1,727.6,1233.7,1078.2
